,Date,Transect,Taxa,Species,Abundance,Distance.Footsteps,Encounter.Time,Habitat,Start.Time,End.Time,Weather,Detection,Guild,Sex,Activity,Photo.Audio.No.,Remarks
1554,08-11-2016,T1A,Birds,Jungle Crow,2,NA,NA,Evergreen Forest,6:55:00 AM,7:25:00 AM,Clear,V,Omnivore,NA,NA,,
1555,08-11-2016,T1A,Birds,Indian Robin,1,NA,NA,Evergreen Forest,6:55:00 AM,7:25:00 AM,Clear,V,Insectivore,NA,NA,,Male
1556,08-11-2016,T1B,Birds,Purple Sunbird,2,NA,NA,Scrubland and Grassland,7:30:00 AM,8:00:00 AM,Clear,v,Omnivore,NA,NA,6941,"Male,Eclispse Plumage "
1557,08-11-2016,T1B,Birds,Southern Coucal,2,NA,NA,Scrubland and Grassland,7:30:00 AM,8:00:00 AM,Clear,A,Carnivore,NA,NA,,
1558,08-11-2016,T1B,Birds,Jungle Babler,3,NA,NA,Scrubland and Grassland,7:30:00 AM,8:00:00 AM,Clear,A,Insectivore,NA,NA,,
1559,08-11-2016,T1B,Birds,Black Drongo,4,NA,NA,Scrubland and Grassland,7:30:00 AM,8:00:00 AM,Clear,V,Insectivore,NA,NA,,
1560,08-11-2016,T1B,Birds,Shikra,1,NA,NA,Scrubland and Grassland,7:30:00 AM,8:00:00 AM,Clear,V,Carnivore,NA,NA,,
1561,08-11-2016,T1B,Birds,Jungle Crow,4,NA,NA,Scrubland and Grassland,7:30:00 AM,8:00:00 AM,Clear,V,Omnivore,NA,NA,,
1562,08-11-2016,T1B,Birds,Puff Throated Babler,1,NA,NA,Scrubland and Grassland,7:30:00 AM,8:00:00 AM,Clear,A,Insectivore,NA,NA,,
1563,08-11-2016,T1B,Birds,Laughing Dove,2,NA,NA,Scrubland and Grassland,7:30:00 AM,8:00:00 AM,Clear,V,Grainivore,NA,NA,,
1564,08-11-2016,T1B,Birds,Crimson Backed Sunbird,1,NA,NA,Scrubland and Grassland,7:30:00 AM,8:00:00 AM,Clear,V,Omnivore,NA,NA,,
1565,08-11-2016,T1B,Birds,Plain Martin,2,NA,NA,Scrubland and Grassland,7:30:00 AM,8:00:00 AM,Clear,V,Insectivore,NA,NA,,
1566,08-11-2016,T1B,Birds,Plain Prinia,1,NA,NA,Scrubland and Grassland,7:30:00 AM,8:00:00 AM,Clear,V,Insectivore,NA,NA,,
1567,08-11-2016,T1B,Birds,Phylloscopus Spp.,1,NA,NA,Scrubland and Grassland,7:30:00 AM,8:00:00 AM,Clear,V,Insectivore,NA,NA,,
1568,08-11-2016,T1B,Birds,Long Tailed Shrike,1,NA,NA,Scrubland and Grassland,7:30:00 AM,8:00:00 AM,Clear,V,Carnivore,NA,NA,,
1569,08-11-2016,T2,Birds,Southern Coucal,1,NA,NA,Riparian,8:05:00 AM,8:35:00 AM,Clear,A,Carnivore,NA,NA,,
1570,08-11-2016,T2,Birds,Jungle Babler,5,NA,NA,Riparian,8:05:00 AM,8:35:00 AM,Clear,A,Insectivore,NA,NA,,
1571,08-11-2016,T2,Birds,Perdicula spp.,1,NA,NA,Riparian,8:05:00 AM,8:35:00 AM,Clear,A,,NA,NA,,
1572,08-11-2016,T2,Birds,Black Drongo,2,NA,NA,Riparian,8:05:00 AM,8:35:00 AM,Clear,V,Insectivore,NA,NA,,
1573,08-11-2016,T2,Birds,Cattle Egret,4,NA,NA,Riparian,8:05:00 AM,8:35:00 AM,Clear,V,Insectivore,NA,NA,,
1574,08-11-2016,T2,Birds,Dusky Crag Martin,4,NA,NA,Riparian,8:05:00 AM,8:35:00 AM,Clear,V,Insectivore,NA,NA,,
1575,08-11-2016,T2,Birds,Plain Martin,6,NA,NA,Riparian,8:05:00 AM,8:35:00 AM,Clear,V,Insectivore,NA,NA,,
1576,08-11-2016,T3,Birds,Plum Headed Parakeet,1,NA,NA,Scrubland and Grassland,9:00:00 AM,9:30:00 AM,Clear,V,Frugivore,NA,NA,,
1577,08-11-2016,T3,Birds,Plain Prinia,1,NA,NA,Scrubland and Grassland,9:00:00 AM,9:30:00 AM,Clear,V,Insectivore,NA,NA,,
1578,08-11-2016,T4,Birds,Puff Throated Babler,1,NA,NA,Human Habitation and Farmland,5:00:00 AM,5:30:00 AM,Clear,A,Insectivore,NA,NA,,
1579,08-11-2016,T5,Birds,Asian Paradise Flycatcher,1,NA,NA,Human Habitation and Farmland,10:20:00 AM,10:50:00 AM,Clear,V,Insectivore,NA,NA,,Male
1580,08-11-2016,T5,Birds,Black Drongo,1,NA,NA,Human Habitation and Farmland,10:20:00 AM,10:50:00 AM,Clear,V,Insectivore,NA,NA,,
1581,08-11-2016,T6,Birds,White Bellied Blue Flycatcher,1,NA,NA,Riparian,9:45:00 AM,10:15:00 AM,Clear,V,Insectivore,NA,NA,,
1582,08-11-2016,T6,Birds,Blyth's Reed Warbler,2,NA,NA,Riparian,9:45:00 AM,10:15:00 AM,Clear,V,Insectivore,NA,NA,,
1583,08-11-2016,T6,Birds,Phylloscopus Spp.,3,NA,NA,Riparian,9:45:00 AM,10:15:00 AM,Clear,V,Insectivore,NA,NA,,
1584,08-11-2016,T6,Birds,Brown Headed Barbet,2,NA,NA,Riparian,9:45:00 AM,10:15:00 AM,Clear,A,Frugivore,NA,NA,,
1585,19-11-2016,T1A,Birds,Spotted Dove,1,NA,NA,Evergreen Forest,7:00:00 AM,7:20:00 AM,Partly Cloudy,V,Grainivore,NA,NA,,
1586,19-11-2016,T1A,Birds,Jungle Crow,1,NA,NA,Evergreen Forest,7:00:00 AM,7:20:00 AM,Partly Cloudy,V,Omnivore,NA,NA,,
1587,19-11-2016,T1A,Birds,Jungle Prinia,2,NA,NA,Evergreen Forest,7:00:00 AM,7:20:00 AM,Partly Cloudy,B,Insectivore,NA,NA,,
1588,19-11-2016,T1A,Birds,Jungle Babler,1,NA,NA,Evergreen Forest,7:00:00 AM,7:20:00 AM,Partly Cloudy,A,Insectivore,NA,NA,,
1589,19-11-2016,T1A,Birds,Taiga Flycatcher,2,NA,NA,Evergreen Forest,7:00:00 AM,7:20:00 AM,Partly Cloudy,A,Insectivore,NA,NA,,
1590,19-11-2016,T1A,Birds,Red Wattled Lapwing,3,NA,NA,Evergreen Forest,7:00:00 AM,7:20:00 AM,Partly Cloudy,A,Insectivore,NA,NA,,
1591,19-11-2016,T1A,Birds,Intermediate Egret,1,NA,NA,Evergreen Forest,7:00:00 AM,7:20:00 AM,Partly Cloudy,V,Carnivore,NA,NA,,
1592,19-11-2016,T1A,Birds,Laughing Dove,1,NA,NA,Evergreen Forest,7:00:00 AM,7:20:00 AM,Partly Cloudy,V,Grainivore,NA,NA,,
1593,19-11-2016,T1A,Birds,Purple Sunbird,1,NA,NA,Evergreen Forest,7:00:00 AM,7:20:00 AM,Partly Cloudy,A,Omnivore,NA,NA,,
1594,19-11-2016,T1A,Birds,Coppersmith Barbet,1,NA,NA,Evergreen Forest,7:00:00 AM,7:20:00 AM,Partly Cloudy,A,Frugivore,NA,NA,,
1595,19-11-2016,T1A,Birds,Citrine Wagtail,1,NA,NA,Evergreen Forest,7:00:00 AM,7:20:00 AM,Partly Cloudy,V,Carnivore,NA,NA,,
1596,19-11-2016,T1A,Birds,Common Sandpiper,1,NA,NA,Evergreen Forest,7:00:00 AM,7:20:00 AM,Partly Cloudy,V,Insectivore,NA,NA,,
1597,19-11-2016,T1B,Birds,Puff Throated Babler,1,NA,NA,Scrubland and Grassland,7:15:00 AM,7:50:00 AM,Partly Cloudy,A,Insectivore,NA,NA,,
1598,19-11-2016,T1B,Birds,Common Sandpiper,1,NA,NA,Scrubland and Grassland,7:15:00 AM,7:50:00 AM,Partly Cloudy,V,Insectivore,NA,NA,,
1599,19-11-2016,T1B,Birds,Black Drongo,3,NA,NA,Scrubland and Grassland,7:15:00 AM,7:50:00 AM,Partly Cloudy,V,Insectivore,NA,NA,,
1600,19-11-2016,T1B,Birds,Purple Rumped Sunbird,1,NA,NA,Scrubland and Grassland,7:15:00 AM,7:50:00 AM,Partly Cloudy,A,Omnivore,NA,NA,,
1601,19-11-2016,T1B,Birds,Plain Prinia,1,NA,NA,Scrubland and Grassland,7:15:00 AM,7:50:00 AM,Partly Cloudy,V,Insectivore,NA,NA,,
1602,19-11-2016,T1B,Birds,Black Drongo,1,NA,NA,Scrubland and Grassland,7:15:00 AM,7:50:00 AM,Partly Cloudy,V,Insectivore,NA,NA,,
1603,19-11-2016,T1B,Birds,Phylloscopus Spp.,1,NA,NA,Scrubland and Grassland,7:15:00 AM,7:50:00 AM,Partly Cloudy,V,Insectivore,NA,NA,,
1604,19-11-2016,T1B,Birds,Jungle Crow,1,NA,NA,Scrubland and Grassland,7:15:00 AM,7:50:00 AM,Partly Cloudy,V,Omnivore,NA,NA,,
1605,19-11-2016,T1B,Birds,Phylloscopus Spp.,2,NA,NA,Scrubland and Grassland,7:15:00 AM,7:50:00 AM,Partly Cloudy,A,Insectivore,NA,NA,,
1606,19-11-2016,T2,Birds,Taiga Flycatcher,1,NA,NA,Riparian,7:55:00 AM,8:15:00 AM,Partly Cloudy,A,Insectivore,NA,NA,,
1607,19-11-2016,T2,Birds,Red Vented Bulbul,4,NA,NA,Riparian,7:55:00 AM,8:15:00 AM,Partly Cloudy,B,Frugivore,NA,NA,,
1608,19-11-2016,T2,Birds,Phylloscopus Spp.,1,NA,NA,Riparian,7:55:00 AM,8:15:00 AM,Partly Cloudy,V,Insectivore,NA,NA,,
1609,19-11-2016,T2,Birds,Crimson Backed Sunbird,4,NA,NA,Riparian,7:55:00 AM,8:15:00 AM,Partly Cloudy,V,Omnivore,NA,NA,,Male
1610,19-11-2016,T2,Birds,Puff Throated Babler,1,NA,NA,Riparian,7:55:00 AM,8:15:00 AM,Partly Cloudy,A,Insectivore,NA,NA,,
1611,19-11-2016,T2,Birds,Verditer Flycatcher,1,NA,NA,Riparian,7:55:00 AM,8:15:00 AM,Partly Cloudy,V,Insectivore,NA,NA,,
1612,19-11-2016,T2,Birds,Plain Martin,8,NA,NA,Riparian,7:55:00 AM,8:15:00 AM,Partly Cloudy,V,Insectivore,NA,NA,,
1613,19-11-2016,T2,Birds,Purple Sunbird,1,NA,NA,Riparian,7:55:00 AM,8:15:00 AM,Partly Cloudy,V,Omnivore,NA,NA,,Female
1614,19-11-2016,T2,Birds,Long Tailed Shrike,2,NA,NA,Riparian,7:55:00 AM,8:15:00 AM,Partly Cloudy,V,Carnivore,NA,NA,,
1615,19-11-2016,T2,Birds,Purple Sunbird,1,NA,NA,Riparian,7:55:00 AM,8:15:00 AM,Partly Cloudy,V,Omnivore,NA,NA,,Male
1616,19-11-2016,T2,Birds,Crimson Backed Sunbird,5,NA,NA,Riparian,7:55:00 AM,8:15:00 AM,Partly Cloudy,V,Omnivore,NA,NA,,Female
1617,19-11-2016,T2,Birds,Cattle Egret,3,NA,NA,Riparian,7:55:00 AM,8:15:00 AM,Partly Cloudy,V,Insectivore,NA,NA,,
1618,19-11-2016,T2,Birds,Pond Heron,2,NA,NA,Riparian,7:55:00 AM,8:15:00 AM,Partly Cloudy,V,Carnivore,NA,NA,,
1619,19-11-2016,T3,Birds,Red Vented Bulbul,4,NA,NA,Scrubland and Grassland,9:00:00 AM,9:45:00 AM,Partly Cloudy,A,Frugivore,NA,NA,,
1620,19-11-2016,T3,Birds,Malabar Whistling Thrush,4,NA,NA,Scrubland and Grassland,9:00:00 AM,9:45:00 AM,Partly Cloudy,B,Carnivore,NA,NA,,
1621,19-11-2016,T3,Birds,Black Drongo,1,NA,NA,Scrubland and Grassland,9:00:00 AM,9:45:00 AM,Partly Cloudy,V,Insectivore,NA,NA,,
1622,19-11-2016,T3,Birds,Large Grey babler,1,NA,NA,Scrubland and Grassland,9:00:00 AM,9:45:00 AM,Partly Cloudy,V,Omnivore,NA,NA,,
1623,19-11-2016,T3,Birds,Red Whiskered Bubul,1,NA,NA,Scrubland and Grassland,9:00:00 AM,9:45:00 AM,Partly Cloudy,V,Omnivore,NA,NA,,
1624,19-11-2016,T3,Birds,Crimson Backed Sunbird,3,NA,NA,Scrubland and Grassland,9:00:00 AM,9:45:00 AM,Partly Cloudy,V,Omnivore,NA,NA,,
1625,19-11-2016,T3,Birds,Coppersmith Barbet,3,NA,NA,Scrubland and Grassland,9:00:00 AM,9:45:00 AM,Partly Cloudy,A,Frugivore,NA,NA,,
1626,19-11-2016,T3,Birds,Phylloscopus Spp.,1,NA,NA,Scrubland and Grassland,9:00:00 AM,9:45:00 AM,Partly Cloudy,V,Insectivore,NA,NA,,
1627,19-11-2016,T3,Birds,Brown Headed Barbet,1,NA,NA,Scrubland and Grassland,9:00:00 AM,9:45:00 AM,Partly Cloudy,A,Frugivore,NA,NA,,
1628,19-11-2016,T4,Birds,Brown Headed Barbet,2,NA,NA,Human Habitation and Farmland,4:30:00 AM,5:15:00 AM,Partly Cloudy,A,Frugivore,NA,NA,,
1629,19-11-2016,T4,Birds,Common Iora,1,NA,NA,Human Habitation and Farmland,4:30:00 AM,5:15:00 AM,Partly Cloudy,A,Insectivore,NA,NA,,
1630,19-11-2016,T5,Birds,Crimson Backed Sunbird,1,NA,NA,Human Habitation and Farmland,10:50:00 AM,11:10:00 AM,Partly Cloudy,V,Omnivore,NA,NA,,
1631,19-11-2016,T6,Birds,Asian Paradise Flycatcher,1,NA,NA,Riparian,10:15:00 AM,10:45:00 AM,Partly Cloudy,V,Insectivore,NA,NA,,Male
1632,06-12-2016,T1A,Birds,Spotted Dove,2,NA,NA,Evergreen Forest,7:30:00 AM,7:55:00 AM,Clear,V,Grainivore,NA,NA,,
1633,06-12-2016,T1A,Birds,Long Tailed Shrike,2,NA,NA,Evergreen Forest,7:30:00 AM,7:55:00 AM,Clear,V,Carnivore,NA,NA,,
1634,06-12-2016,T1A,Birds,Jungle Prinia,2,NA,NA,Evergreen Forest,7:30:00 AM,7:55:00 AM,Clear,V,Insectivore,NA,NA,,
1635,06-12-2016,T1A,Birds,Red Wattled Lapwing,5,NA,NA,Evergreen Forest,7:30:00 AM,7:55:00 AM,Clear,B,Insectivore,NA,NA,,
1636,06-12-2016,T1A,Birds,Red Vented Bulbul,1,NA,NA,Evergreen Forest,7:30:00 AM,7:55:00 AM,Clear,V,Frugivore,NA,NA,,
1637,06-12-2016,T1A,Birds,Crimson Backed Sunbird,1,NA,NA,Evergreen Forest,7:30:00 AM,7:55:00 AM,Clear,V,Omnivore,NA,NA,,
1638,06-12-2016,T1A,Birds,indian Robin,1,NA,NA,Evergreen Forest,7:30:00 AM,7:55:00 AM,Clear,V,Insectivore,NA,NA,,
1639,06-12-2016,T1A,Birds,Cattle Egret,1,NA,NA,Evergreen Forest,7:30:00 AM,7:55:00 AM,Clear,V,Insectivore,NA,NA,,
1640,06-12-2016,T1A,Birds,Pied Bushchat,1,NA,NA,Evergreen Forest,7:30:00 AM,7:55:00 AM,Clear,V,Insectivore,NA,NA,,
1641,06-12-2016,T1A,Birds,Jungle Babler,2,NA,NA,Evergreen Forest,7:30:00 AM,7:55:00 AM,Clear,V,Insectivore,NA,NA,,
1642,06-12-2016,T1A,Birds,Green Bee Eater,1,NA,NA,Evergreen Forest,7:30:00 AM,7:55:00 AM,Clear,V,Insectivore,NA,NA,,
1643,06-12-2016,T1A,Birds,Common Sandpiper,1,NA,NA,Evergreen Forest,7:30:00 AM,7:55:00 AM,Clear,V,Insectivore,NA,NA,,
1644,06-12-2016,T1A,Birds,Plain Martin,4,NA,NA,Evergreen Forest,7:30:00 AM,7:55:00 AM,Clear,V,Insectivore,NA,NA,,
1645,06-12-2016,T1B,Birds,Pond Heron,2,NA,NA,Scrubland and Grassland,8:00:00 AM,8:30:00 AM,Clear,V,Carnivore,NA,NA,,
1646,06-12-2016,T1B,Birds,Jungle Prinia,1,NA,NA,Scrubland and Grassland,8:00:00 AM,8:30:00 AM,Clear,V,Insectivore,NA,NA,,
1647,06-12-2016,T1B,Birds,Grey Breasted Prinia,1,NA,NA,Scrubland and Grassland,8:00:00 AM,8:30:00 AM,Clear,,Insectivore,NA,NA,7194,
1648,06-12-2016,T2,Birds,Purple Rumped Sunbird,1,NA,NA,Riparian,8:40:00 AM,9:00:00 AM,Clear,V,Omnivore,NA,NA,,
1649,06-12-2016,T2,Birds,Black Drongo,1,NA,NA,Riparian,8:40:00 AM,9:00:00 AM,Clear,V,Insectivore,NA,NA,,
1650,06-12-2016,T2,Birds,Puff Throated Babler,1,NA,NA,Riparian,8:40:00 AM,9:00:00 AM,Clear,A,Insectivore,NA,NA,,
1651,06-12-2016,T2,Birds,Phylloscopus Spp.,1,NA,NA,Riparian,8:40:00 AM,9:00:00 AM,Clear,V,Insectivore,NA,NA,,
1652,06-12-2016,T2,Birds,Grey Breasted Prinia,1,NA,NA,Riparian,8:40:00 AM,9:00:00 AM,Clear,V,Insectivore,NA,NA,,
1653,06-12-2016,T2,Birds,Common Kingfisher,1,NA,NA,Riparian,8:40:00 AM,9:00:00 AM,Clear,V,Carnivore,NA,NA,,
1654,06-12-2016,T3,Birds,Purple Sunbird,1,NA,NA,Scrubland and Grassland,9:40:00 AM,10:05:00 AM,Clear,V,Omnivore,NA,NA,,
1655,06-12-2016,T3,Birds,Plain Martin,14,NA,NA,Scrubland and Grassland,9:40:00 AM,10:05:00 AM,Clear,V,Insectivore,NA,NA,,
1656,06-12-2016,T3,Birds,Black Eagle,1,NA,NA,Scrubland and Grassland,9:40:00 AM,10:05:00 AM,Clear,V,Carnivore,NA,NA,,Black;Yellow Legs;CSE Size
1657,06-12-2016,T3,Birds,Brown Headed Barbet,4,NA,NA,Scrubland and Grassland,9:40:00 AM,10:05:00 AM,Clear,A,Frugivore,NA,NA,,
1658,06-12-2016,T4,Birds,Spotted Dove,1,NA,NA,Human Habitation and Farmland,12:00:00 PM,12:30:00 PM,Clear,V,Grainivore,NA,NA,,
1659,06-12-2016,T4,Birds,White Bellied Blue Flycatcher,2,NA,NA,Human Habitation and Farmland,12:00:00 PM,12:30:00 PM,Clear,V,Insectivore,NA,NA,7236,
1660,06-12-2016,T4,Birds,Malabar Whistling Thrush,1,NA,NA,Human Habitation and Farmland,12:00:00 PM,12:30:00 PM,Clear,V,Carnivore,NA,NA,,
1661,06-12-2016,T5,Birds,Brown Headed Barbet,1,NA,NA,Human Habitation and Farmland,11:15:00 AM,11:35:00 AM,Clear,A,Frugivore,NA,NA,,
1662,06-12-2016,T5,Birds,Puff Throated Babler,1,NA,NA,Human Habitation and Farmland,11:15:00 AM,11:35:00 AM,Clear,A,Insectivore,NA,NA,,
1663,06-12-2016,T5,Birds,Black Drongo,1,NA,NA,Human Habitation and Farmland,11:15:00 AM,11:35:00 AM,Clear,V,Insectivore,NA,NA,,
1664,06-12-2016,T6,Birds,Crimson Backed Sunbird,4,NA,NA,Riparian,10:30:00 AM,11:00:00 AM,Clear,V,Omnivore,NA,NA,,
1665,06-12-2016,T6,Birds,White Bellied Blue Flycatcher,1,NA,NA,Riparian,10:30:00 AM,11:00:00 AM,Clear,V,Insectivore,NA,NA,,
1666,06-12-2016,T6,Birds,Black Drongo,1,NA,NA,Riparian,10:30:00 AM,11:00:00 AM,Clear,A,Insectivore,NA,NA,,
1667,22-12-2016,T1A,Birds,Jungle Prinia,2,NA,NA,Evergreen Forest,7:30:00 AM,8:00:00 AM,Clear,A,Insectivore,NA,NA,,
1668,22-12-2016,T1A,Birds,Long Tailed Shrike,1,NA,NA,Evergreen Forest,7:30:00 AM,8:00:00 AM,Clear,A,Carnivore,NA,NA,,
1669,22-12-2016,T1A,Birds,Jungle Crow,1,NA,NA,Evergreen Forest,7:30:00 AM,8:00:00 AM,Clear,V,Omnivore,NA,NA,,
1670,22-12-2016,T1A,Birds,Cattle Egret,1,NA,NA,Evergreen Forest,7:30:00 AM,8:00:00 AM,Clear,V,Insectivore,NA,NA,,
1671,22-12-2016,T1A,Birds,Common Rosefinch,3,NA,NA,Evergreen Forest,7:30:00 AM,8:00:00 AM,Clear,V,Omnivore,NA,NA,7244,
1672,22-12-2016,T1A,Birds,Jungle Babler,1,NA,NA,Evergreen Forest,7:30:00 AM,8:00:00 AM,Clear,V,Insectivore,NA,NA,,
1673,22-12-2016,T1A,Birds,Red Vented Bulbul,2,NA,NA,Evergreen Forest,7:30:00 AM,8:00:00 AM,Clear,V,Frugivore,NA,NA,,
1674,22-12-2016,T1A,Birds,Laughing Dove,1,NA,NA,Evergreen Forest,7:30:00 AM,8:00:00 AM,Clear,V,Grainivore,NA,NA,,
1675,22-12-2016,T1A,Birds,Red Whiskered Bubul,2,NA,NA,Evergreen Forest,7:30:00 AM,8:00:00 AM,Clear,V,Omnivore,NA,NA,,
1676,22-12-2016,T1A,Birds,Brown Headed Barbet,2,NA,NA,Evergreen Forest,7:30:00 AM,8:00:00 AM,Clear,A,Frugivore,NA,NA,,
1677,22-12-2016,T1B,Birds,Jungle Crow,2,NA,NA,Scrubland and Grassland,8:00:00 AM,8:20:00 AM,Clear,V,Omnivore,NA,NA,,
1678,22-12-2016,T1B,Birds,Coppersmith Barbet,1,NA,NA,Scrubland and Grassland,8:00:00 AM,8:20:00 AM,Clear,A,Frugivore,NA,NA,,
1679,22-12-2016,T1B,Birds,Purple Sunbird,2,NA,NA,Scrubland and Grassland,8:00:00 AM,8:20:00 AM,Clear,V,Omnivore,NA,NA,,
1680,22-12-2016,T1B,Birds,Red Vented Bulbul,5,NA,NA,Scrubland and Grassland,8:00:00 AM,8:20:00 AM,Clear,V,Frugivore,NA,NA,,
1681,22-12-2016,T1B,Birds,Plain Prinia,1,NA,NA,Scrubland and Grassland,8:00:00 AM,8:20:00 AM,Clear,V,Insectivore,NA,NA,,
1682,22-12-2016,T1B,Birds,Crimson Backed Sunbird,1,NA,NA,Scrubland and Grassland,8:00:00 AM,8:20:00 AM,Clear,V,Omnivore,NA,NA,,
1683,22-12-2016,T1B,Birds,Black Drongo,1,NA,NA,Scrubland and Grassland,8:00:00 AM,8:20:00 AM,Clear,V,Insectivore,NA,NA,,
1684,22-12-2016,T1B,Birds,Jungle Prinia,1,NA,NA,Scrubland and Grassland,8:00:00 AM,8:20:00 AM,Clear,V,Insectivore,NA,NA,,
1685,22-12-2016,T1B,Birds,Brown Headed Barbet,1,NA,NA,Scrubland and Grassland,8:00:00 AM,8:20:00 AM,Clear,A,Frugivore,NA,NA,,
1686,22-12-2016,T1B,Birds,Coppersmith Barbet,1,NA,NA,Scrubland and Grassland,8:00:00 AM,8:20:00 AM,Clear,A,Frugivore,NA,NA,,
1687,22-12-2016,T1B,Birds,Clamorous Reed Warbler,1,NA,NA,Scrubland and Grassland,8:00:00 AM,8:20:00 AM,Clear,B,Insectivore,NA,NA,,
1688,22-12-2016,T1B,Birds,Phylloscopus Spp.,2,NA,NA,Scrubland and Grassland,8:00:00 AM,8:20:00 AM,Clear,V,Insectivore,NA,NA,7255,
1689,22-12-2016,T1B,Birds,Jungle Prinia,1,NA,NA,Scrubland and Grassland,8:00:00 AM,8:20:00 AM,Clear,V,Insectivore,NA,NA,,
1690,22-12-2016,T1B,Birds,Purple Rumped Sunbird,1,NA,NA,Scrubland and Grassland,8:00:00 AM,8:20:00 AM,Clear,V,Omnivore,NA,NA,,
1691,22-12-2016,T1B,Birds,Citrine Wagtail,1,NA,NA,Scrubland and Grassland,8:00:00 AM,8:20:00 AM,Clear,V,Carnivore,NA,NA,,
1692,22-12-2016,T1B,Birds,Brown Headed Barbet,1,NA,NA,Scrubland and Grassland,8:00:00 AM,8:20:00 AM,Clear,A,Frugivore,NA,NA,,
1693,22-12-2016,T1B,Birds,Purple Sunbird,1,NA,NA,Scrubland and Grassland,8:00:00 AM,8:20:00 AM,Clear,V,Omnivore,NA,NA,,
1694,22-12-2016,T1B,Birds,Golden Oriole,1,NA,NA,Scrubland and Grassland,8:00:00 AM,8:20:00 AM,Clear,V,Omnivore,NA,NA,,
1695,22-12-2016,T1B,Birds,Green Bee Eater,1,NA,NA,Scrubland and Grassland,8:00:00 AM,8:20:00 AM,Clear,V,Insectivore,NA,NA,,
1696,22-12-2016,T1B,Birds,Black Drongo,1,NA,NA,Scrubland and Grassland,8:00:00 AM,8:20:00 AM,Clear,V,Insectivore,NA,NA,,
1697,22-12-2016,T1B,Birds,Plain Martin,1,NA,NA,Scrubland and Grassland,8:00:00 AM,8:20:00 AM,Clear,V,Insectivore,NA,NA,,
1698,22-12-2016,T4,Birds,Asian Paradise Flycatcher,1,NA,NA,Human Habitation and Farmland,11:30:00 AM,12:00:00 PM,Clear,B,Insectivore,NA,NA,,Female
1699,22-12-2016,T4,Birds,Brown Headed Barbet,1,NA,NA,Human Habitation and Farmland,11:30:00 AM,12:00:00 PM,Clear,A,Frugivore,NA,NA,,
1700,22-12-2016,T5,Birds,Black Bulbul,1,NA,NA,Human Habitation and Farmland,10:50:00 AM,11:10:00 AM,Clear,V,Frugivore,NA,NA,,
1701,22-12-2016,T6,Birds,,NA,NA,NA,Riparian,10:25:00 AM,10:45:00 AM,Clear,,,NA,NA,,N/O
1702,22-01-2017,T1A,Birds,Long Tailed Shrike,1,NA,NA,Evergreen Forest,7:30:00 AM,7:55:00 AM,Clear,A,Carnivore,NA,NA,,
1703,22-01-2017,T1A,Birds,Jungle Crow,4,NA,NA,Evergreen Forest,7:30:00 AM,7:55:00 AM,Clear,B,Omnivore,NA,NA,,
1704,22-01-2017,T1A,Birds,Plain Prinia,2,NA,NA,Evergreen Forest,7:30:00 AM,7:55:00 AM,Clear,B,Insectivore,NA,NA,,
1705,22-01-2017,T1A,Birds,Oriental Magpie Robin,1,NA,NA,Evergreen Forest,7:30:00 AM,7:55:00 AM,Clear,V,Insectivore,NA,NA,,
1706,22-01-2017,T1A,Birds,Red Whiskered Bubul,1,NA,NA,Evergreen Forest,7:30:00 AM,7:55:00 AM,Clear,V,Omnivore,NA,NA,,
1707,22-01-2017,T1A,Birds,Phylloscopus Spp.,1,NA,NA,Evergreen Forest,7:30:00 AM,7:55:00 AM,Clear,V,Insectivore,NA,NA,,
1708,22-01-2017,T1A,Birds,Pied Bushchat,1,NA,NA,Evergreen Forest,7:30:00 AM,7:55:00 AM,Clear,V,Insectivore,NA,NA,,Female
1709,22-01-2017,T1A,Birds,Jungle babler,5,NA,NA,Evergreen Forest,7:30:00 AM,7:55:00 AM,Clear,A,Insectivore,NA,NA,,
1710,22-01-2017,T1B,Birds,Red Whiskered Bubul,1,NA,NA,Scrubland and Grassland,8:00:00 AM,8:25:00 AM,Clear,B,Omnivore,NA,NA,,
1711,22-01-2017,T1B,Birds,Plain Martin,5,NA,NA,Scrubland and Grassland,8:00:00 AM,8:25:00 AM,Clear,V,Insectivore,NA,NA,,
1712,22-01-2017,T1B,Birds,Purple Rumped Sunbird,2,NA,NA,Scrubland and Grassland,8:00:00 AM,8:25:00 AM,Clear,B,Omnivore,NA,NA,,Male
1713,22-01-2017,T1B,Birds,Brown Headed Barbet,1,NA,NA,Scrubland and Grassland,8:00:00 AM,8:25:00 AM,Clear,A,Frugivore,NA,NA,,
1714,22-01-2017,T2,Birds,Plain Martin,1,NA,NA,Riparian,8:35:00 AM,8:55:00 AM,Clear,B,Insectivore,NA,NA,,
1715,22-01-2017,T2,Birds,Purple Sunbird,5,NA,NA,Riparian,8:35:00 AM,8:55:00 AM,Clear,A,Omnivore,NA,NA,,
1716,22-01-2017,T2,Birds,Black Shouldered Kite,1,NA,NA,Riparian,8:35:00 AM,8:55:00 AM,Clear,V,Carnivore,NA,NA,7314,
1717,22-01-2017,T2,Birds,House Crow,1,NA,NA,Riparian,8:35:00 AM,8:55:00 AM,Clear,V,Omnivore,NA,NA,,
1718,22-01-2017,T3,Birds,Red Whiskered Bubul,3,NA,NA,Scrubland and Grassland,9:40:00 AM,10:10:00 AM,Clear,V,Omnivore,NA,NA,,
